DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
JAM;CTG;244,8;989,4;4340161,4
JAM;CTG;2927,95;8058,58;35350250,54
JAM;CTG;9181,8;23185,64;101707519,6
JAM;CTG;23,04;34,5;151339,77
JAM;CTG;37,2;103,6;454457,97
JAM;CTG;205,92;260,4;1142286,23
JAM;CTG;19339,12;47511,73;196766504
JAM;CTG;600;2808;11629135,44
JAM;CTG;1725,12;6972,36;28875540,87
JAM;CTG;1077,12;2670,8;11060931,24
JAM;CTG;6888,43;20828,51;86259816,16
JAM;CTG;12375;25148,75;103628442,2
JAM;CTG;4856,58;12882,37;53083351,46
JAM;CTG;1576,8;5706,5;24093356,58
JAM;CTG;62054,18;142702,76;605288754,3
JAM;CTG;620;2901,6;12303710,64
JAM;CTG;3150;12440;52857560
JAM;CTG;432;1746;7371769,14
JAM;CTG;2355;7059,81;29997132,69
JAM;CTG;4571,52;16463,84;69954856,16
JAM;CTG;190,08;662,7;2815812,3
JAM;CTG;2;41,82;177693,18
JAM;CVE;50788,42;22829732,15;96170246682
JPN;CTG;21000;148050;623878258,5
JPN;CTG;66780;439635;1840992231
JPN;CTG;17000;126600;521670492
JPN;CTG;477;1741,05;7315073,8
JPN;CTG;20520;103021,2;432846662,4
JPN;CTG;17489;80968,12;342654654,8
JPN;CTG;4240;32172;141127625,5
JPN;CTG;2000;17860;78345747,6
JPN;CTG;496;2792,48;12249660,31
JPN;CTG;12960;97877,6;429355752,8
JPN;CTG;23770;35655;144536812,8
JPN;CTG;100;140;567526,4
JPN;CTG;16000;51040;206903910,4
JPN;CTG;351510;1758306,22;7438707877
JPN;CTG;391556;2035667,02;8874286807
JPN;CTG;263250;1159921,53;4967011185
KWT;CTG;2;35700;150728613
KWT;CTG;4;23000;97108070
LBN;CTG;26984,65;29541,12;119961466,3
LBR;CTG;27000;18953,66;76967591,13
LBR;CTG;27000;18953,66;76967591,13
LBY;CTG;18400;25392;104630783
MAC;CTG;18488,59;97824,38;403097096,7
MAC;CTG;8501,44;53564,11;220717342,9
MYS;CTG;5079;18628,3;81716018,47
MYS;CTG;200200;180690;732473894,4
MYS;CTG;45990;27224,07;112180047,3
MYS;CTG;48480;73221;311168015,9
MAR;CTG;1000;4487,62;18910696,05
MAR;CTG;7000;33831,75;142565979,5
MAR;CTG;175000;146650;623219971,5
MTQ;CTG;35280;22176;94046608,45
MTQ;CTG;5760;7027,2;29809526,4
MTQ;CTG;6163,35;14731,2;61207252,12
MTQ;CTG;457,2;1224;5085646,56
MTQ;CTG;48;5428;22865450
MTQ;CTG;14,54;25;103873,5
MTQ;CTG;17136;9938,88;42237357,72
MTQ;CTG;3456;4147,2;17624397,31
MTQ;CTG;23;47931,08;203172658,5
MTQ;CTG;10368;9735,36;40762049,67
MTQ;CTG;38592;59760;250215717,6
MTQ;CTG;1058;27985;117579817,1
MTQ;CTG;25;125;525191,25
MTQ;CTG;469;9544,8;40102763,54
MTQ;CTG;23040;30720;127224729,6
MTQ;CTG;4430,77;8967,46;38130446,99
MTQ;CTG;1080;2237,7;9514901,79
MTQ;CTG;7,59;2956,12;12569688,29
MTQ;CTG;28082,54;138311,44;584354258,6
MTQ;CTG;9648,92;47201,66;199927025,8
MTQ;CTG;24960;24960;104507769,6
MTQ;CTG;23040;32000;135990720
MRT;CTG;1;1304,88;5289670,34
MRT;CTG;0,21;505,25;2048162,24
MRT;CTG;32;38658,66;156712929,6
MEX;CTG;3720;64728;283939728,5
MEX;CTG;27534;52314,24;228058697,8
MEX;CTG;2572,52;42446,39;185040792,6
MEX;CTG;1333,33;10185,06;44400750,56
MEX;CTG;2544,51;11692,85;50973810,29
MEX;CTG;11881,08;92907,95;405022917,2
MEX;CTG;98940;191015,66;812215777,7
MEX;CTG;3619,45;13526,77;59337340,88
MEX;CTG;6663,51;90527,1;397111608,5
MEX;CTG;596818;111246,22;473028939,6
MEX;CTG;1852;6700,31;28490321,14
MEX;CTG;5430,36;23093,8;98196916,04
MEX;CTG;11319,4;68085,9;289507374,5
MEX;CTG;14394,83;25533,05;108055101,6
MEX;CTG;17385000;11382;48168282,53
MEX;CTG;1080;292723,2;1244685391
MEX;CTG;1082;14286,8;62281875,92
MEX;CTG;600;3630;15435086,7
MEX;CTG;3100;4371;18585885,39
MEX;CTG;2430;50130,9;219907213,8
MEX;CTG;200;600;2631996
MEX;CTG;340;4112,4;18039700,58
MEX;CTG;6210;102003,6;433728487,5
MEX;CTG;90000;32,4;137115,82
MEX;CTG;296;91151,72;397366808,2
MEX;CTG;38;2169,59;9181639,79
MEX;CTG;360;924;3910340,28
MEX;CTG;20080;41281,87;175534226,6
MEX;CTG;20250;63857,83;267373372,8
MEX;CTG;1;2,1;8887,13
MEX;CTG;4117,51;45749,23;193125342
MEX;CTG;5191,09;40444,92;170733780,8
MEX;CTG;288000;44582,4;188199697,5
MEX;CTG;16658,89;28568,14;121096060,2
MEX;CTG;5436000;6231,08;26412613,44
MEX;CTG;2400;41520;175272112,8
MEX;CTG;18000;26000;109756140
MEX;CTG;10154,32;70536,11;297760429,4
MEX;CTG;19621,49;45703,77;193731425,5
MEX;CTG;13,7;44;186509,4
MEX;CTG;14706;225714,06;954070273,1
MEX;CTG;1800;17919,3;75957224,8
MEX;CTG;52;3443,75;14597539,68
MEX;CTG;1;3;12716,55
MEX;CTG;382;72,4;306892,74
MEX;CTG;20250;72628,63;294419035,1
MEX;CTG;8;3,01;12201,81
MEX;CTG;5;60,46;245090,32
MEX;CTG;10;5,4;21890,3
MEX;CTG;74790,78;1,2;4864,51
MEX;CTG;11;29,49;119545,38
MEX;CTG;6232,57;11,45;46415,55
MEX;CTG;2493,03;0,54;2189,03
MEX;CTG;2493,03;0,52;2107,95
MEX;CTG;3739,54;1,34;5432,03
MEX;CTG;4;21,58;87480,14
MEX;CTG;7;8,42;34132,65
MEX;CTG;5;11,4;46212,86
MEX;CTG;8;1,7;6891,39
MEX;CTG;9;16,5;66887,04
MEX;CTG;2;112,4;455642,62
MEX;CTG;2;300,92;1219857,45
MEX;CTG;2;8,08;32754,38
MEX;CTG;3;33,48;135719,88
MEX;CTG;13;187,79;761255,59
MEX;CTG;16;3253,23;13187813,64
MEX;CTG;6;12,98;52617,8
MEX;CTG;33;225,43;913839,11
MEX;CTG;4;6,24;25295,46
MEX;CTG;1;0,34;1378,27
MEX;CTG;7;64,53;261589,13
MEX;CTG;3;3,78;15323,21
MEX;CTG;38;191,5;776295,04
MEX;CTG;2;20,14;81642,72
MEX;CTG;20;124,18;503395,91
MEX;CTG;3;43,84;177716,83
MEX;CTG;275;1475,61;5981768,79
MEX;CTG;6;21,65;87763,9
MEX;CTG;16;107,18;434481,99
MEX;CTG;9;129,04;523097,19
MEX;CTG;30;14118,68;57233740,23
MEX;CTG;8;1555,74;6306596,58
MEX;CTG;7288,57;103386,02;438237830,9
MEX;CTG;92;9006,6;36574271,47
MEX;CTG;16500;31665;133435360,1
MEX;CTG;25275;83969,5;353844953,9
MEX;CTG;3207,7;22119,56;93761496,9
MEX;CTG;13160,7;86426,18;366347613,1
MEX;CTG;337;2761,81;11380369,52
MEX;CTG;616;3524,84;14524526,2
MEX;CTG;3740;13614,63;57710374,37
MEX;CTG;9454,55;43271,76;183422499,9
MEX;CTG;7475,26;37116,42;157330936,9
MEX;CTG;470;103230,78;437579791,8
MEX;CTG;7896;26320;109002437,6
MEX;CTG;864;4258,8;17637522,08
MEX;CTG;213,6;1380,6;5852156,31
MEX;CTG;540,97;7161,64;30357117,71
MEX;CTG;1341,83;50978,47;214821743,2
MEX;CTG;327,36;12469,05;52544202,62
MEX;CTG;454,09;3380,66;14245999,82
MEX;CTG;199,62;600;2543310
MEX;CTG;9900;28927,66;119801879
MEX;CTG;99,81;351;1487836,35
MEX;CTG;36000;136620;564476153,4
MEX;CTG;107,8;1336,24;5664120,92
MEX;CTG;300;111;459698,73
MEX;CTG;9147;90441,74;383368969,6
MEX;CTG;357,59;4735,4;20072650,29
MEX;CTG;1;21808,5;92664316,5
MEX;CTG;307010;66327,04;273308527,6
MEX;CTG;29169,21;53011,75;228764746,7
MEX;CTG;14636000;20690,98;88871548,73
MEX;CTG;23163,9;50664,26;214177586,1
MEX;CTG;37719,12;96785,31;409149251,6
MEX;CTG;114;4369,44;18734118,64
MEX;CTG;300;408,85;1737493,93
MEX;CTG;7808,95;49602,72;210761957,3
MEX;CTG;1627,02;12596,41;53522146,09
MEX;CTG;607,17;5506,64;23397713,36
MEX;CTG;9007,31;65469,18;278178545,8
MEX;CTG;3960;18721,63;79229376,5
MEX;CTG;1800;9724,96;41155738,97
MEX;CTG;79070;150188,64;653654810,2
MEX;CTG;286;7200,7;31587022,66
MEX;CTG;288000;44582,4;189430617,6
MEX;CTG;293760;48470,4;205950729,6
MEX;CTG;181250;47741,25;202852571,3
MEX;CTG;167076;185666,9;788898658,1
MEX;CTG;7000;38360;162991640
MEX;CTG;500;2275;9666475
MEX;CTG;2250;10935;46462815
MEX;CTG;9000;24840;105545160
MEX;CTG;18000;29600;125226055
MEX;CTG;2700;43686;184091493,4
MEX;CTG;8640;101520;427802234,4
MEX;CTG;1080;5950,29;25181448,77
MEX;CTG;5680;27716,46;117295227,2
MEX;CTG;19634,32;81890,54;345691906,6
MEX;CTG;9733;109257,28;464234182,7
MEX;CTG;95354;32919,44;138988838,4
MEX;CTG;12241;41634,32;175384573
MEX;CTG;2520;5746;25205748,36
MEX;CTG;2270;5664,33;24847489,83
MEX;CTG;31400;46193,2;196927305,1
MEX;CTG;5500;23365,11;102494793,4
MEX;CTG;4692;77742,18;328234480,8
MEX;CTG;330;956,8;4039695,71
MEX;CTG;12162;32704,26;143462469,2
MEX;CTG;10409,61;112154,4;476544045,6
MEX;CTG;5200;90480;384449520
MEX;CTG;297;84460,87;358874236,6
MEX;CTG;4;5927,4;25185522,6
MEX;CTG;65;1226,3;5177548,96
MEX;CTG;40;4479;19647850,14
MEX;CTG;22;16;67984
MEX;CTG;223;33975;143781180,8
MEX;CTG;15892,5;103660,44;440453209,6
MEX;CTG;1064;14757,68;62308253,15
MEX;CTG;13560;54840,58;233017624,4
MEX;CTG;269,25;269,4;1144680,6
MEX;CTG;5;27,1;115147,9
MEX;CTG;1482;6481,72;27540828,28
MEX;CTG;105;206,48;877333,52
MEX;CTG;5;68,45;290844,05
MEX;CTG;598;991,54;4213053,46
MEX;CTG;1;244,74;1033314,3
MEX;CTG;56;40835,86;172412676,1
MEX;CTG;143;1840553;7820509697
MEX;CTG;97;1325974;5597453384
MEX;CTG;1860;64273,11;272444072,3
MEX;CTG;60660;70196,62;298265438,4
MEX;CTG;1;16417,32;72017200,95
MEX;CTG;4;100793,15;442145279,4
MEX;CTG;1767;8136,45;34571776,05
MEX;CTG;402;16700;71009903
MEX;CTG;56500;3121,1;13271198,09
MEX;CTG;105,06;1553,61;6606089,54
MEX;CTG;499690;20007,65;85074328,48
MEX;CTG;422,45;11088;47147173,92
MEX;CTG;23613,76;80947,63;344196608
MEX;CTG;47828,66;216578,94;879490256,8
MEX;CTG;9;12,8;54426,75
MEX;CTG;22,5;34,43;146399,45
MEX;CTG;1609,5;1844,55;7843192,6
MEX;CTG;480;590,25;2509796,12
MEX;CTG;6979;13085,39;55640255,96
MEX;CTG;6568,8;11564,8;49174570,43
MEX;CTG;64,4;113,43;482314,56
MEX;CTG;15504,3;20370,89;86618857,66
MEX;CTG;44484,75;58502,92;248759681,1
MEX;CTG;1231,5;1477,59;6282845,66
MEX;CTG;291;483,22;2054694,92
MEX;CTG;5305,47;134114,09;570265180,9
MEX;CTG;460,04;5547,4;23588044,06
MEX;CTG;17802,5;116757,89;496465056,4
MEX;CTG;26,49;252,49;1073610,2
MEX;CTG;85,61;775,42;3297155,62
MEX;CTG;149,74;1385,95;5893184,13
MEX;CTG;251,64;1620,04;6888555,87
MEX;CTG;2928,01;13790,38;58637936,87
MEX;CTG;484,46;3454,08;14687059
MEX;CTG;486,93;3263,62;13877205,95
MEX;CTG;618;184,23;783362,54
MEX;CTG;50;25386,14;107944152
MEX;CTG;227,65;6428,5;27334560,56
MEX;CTG;1048;71921,99;305818774,5
MEX;CTG;2112;45746,77;191542183,5
MEX;CTG;7781,85;59593,17;241997732,5
MEX;CTG;4465210;94314,87;393285841,9
MEX;CTG;763600;47536,74;201174057,6
MEX;CTG;498560;92078,1;403915318,1
MEX;CTG;152,82;969,6;3937380,76
MEX;CTG;8600;27923;118169298,3
MEX;CTG;507,9;830,25;3530297,71
MEX;CTG;454,5;696,66;2962261,01
MEX;CTG;881,85;1195,38;5082863,33
MEX;CTG;32,55;41,32;175696,35
MEX;CTG;112,84;1751,36;7446940,34
MEX;CTG;426,15;700,56;2978844,17
MEX;CTG;80386;12647,38;51358860,12
MEX;CTG;111,76;1734,59;7375632,79
MEX;CTG;403,7;3126,83;13295562,57
MEX;CTG;671,73;5472,77;23270710,58
MEX;CTG;855,07;7469,8;31762261,88
MEX;CTG;172,82;1814,42;7715077,13
MEX;CTG;163,14;3883,8;17036910,1
MEX;CTG;1013;18685,35;79075840,63
MEX;CTG;14580;5977,8;26222576,14
MEX;CTG;5500;8680;36908141,2
MEX;CTG;62;18427;78309406,17
MEX;CTG;4000;7160;30444964,4
MEX;CTG;120;44623,2;189741862,5
MEX;CTG;21346;48433,6;205944026,2
MEX;CTG;43;28071,91;123141924,7
MEX;CTG;3;21368,49;93736300,34
MEX;CTG;4;47748,8;198393399,1
MEX;CTG;2166;46037,22;194828133,9
MEX;CTG;20;140;595292,6
MEX;CTG;50;25;106302,25
MEX;CTG;13;91;386940,19
MEX;CTG;50;12,5;53151,12
MEX;CTG;11875,44;100357,75;425401448,6
MEX;CTG;87,57;2298,4;9742572,84
MEX;CTG;203;1439,29;6100934,41
MEX;CTG;32477,98;204059,95;864979519,1
MEX;CTG;3044,05;3339,48;14155554,79
MEX;CTG;3268,5;3579,29;15109579
MEX;CTG;1434,6;2198,2;9279459,49
MEX;CTG;40;73,87;311834,07
MEX;CTG;105,6;195,03;823297,69
MEX;CTG;270,6;296,25;1250586,77
MEX;CTG;1766,4;2176,06;9185997,92
MEX;CTG;4,5;5,16;21782,37
MEX;CTG;7835,8;14705,19;62076342
MEX;CTG;42;74,02;312467,28
MEX;CTG;14;24,67;104141,69
MEX;CTG;7535,4;9238,09;38997580,73
MEX;CTG;102821,1;129976,49;548681455,1
MEX;CTG;6310,35;8289,67;34993930,03
MEX;CTG;982,4;1111,88;4693679,11
MEX;CTG;124,11;2053,83;8670017,41
MEX;CTG;12670,48;76199,81;321669115,9
MEX;CTG;2553,19;38878,93;164123126,3
MEX;CTG;146,01;940,05;3968317,66
MEX;CTG;159,8;1003,37;4235616,08
MEX;CTG;859,22;4940,71;20856663,76
MEX;CTG;2579,68;16074,5;67856733,53
MEX;CTG;396,86;2440,29;10301415,78
MEX;CTG;315,74;1905,48;8043774,21
MEX;CTG;248,05;7004,42;29690685,71
MEX;CTG;727;66833,55;283297393,4
MEX;CTG;92160;55296;233425981,4
MEX;CTG;671160;37365,89;158151101,3
MEX;CTG;1625434;78683,87;333322382,6
MEX;CTG;733920;144756,2;611206282,8
MEX;CTG;3;3,62;15281,43
MEX;CTG;150;197,08;831951,54
MEX;CTG;3389,85;5577,33;23544085,08
MEX;CTG;608,4;4624,43;19521522,55
MEX;CTG;73,46;546,36;2306398,63
MEX;CTG;375,69;2863,38;12087443,68
MEX;CTG;6,48;80,91;341552,66
MEX;CTG;219,91;1900,39;8022287,34
MEX;CTG;25749;1357744,77;5731570195
MEX;CTG;374;12208,11;51535193,47
MEX;CTG;9849,4;81664,8;341931334,2
MEX;CTG;437440;22937,62;100619540,1
MEX;CTG;287928;13482,51;59143187,3
MEX;CTG;251320;48047,2;194771817,5
MEX;CTG;576;48330;203183656,5
MEX;CTG;10658,42;84241,54;357087251,8
MEX;CTG;7,08;14726,55;62423636,46
MEX;CTG;800;6848;28857266,56
MEX;CTG;600;97239;412181535,2
MEX;CTG;960,11;17687,5;71700880
MEX;CTG;700,83;39382,2;159645987,1
MEX;CTG;387;18000;72967680
MEX;CTG;1143,75;22950;93033792
MEX;CTG;14872;48115,48;203954302,4
MEX;CTG;75200;6016;24387420,16
MEX;CTG;600;11376;46115573,76
MEX;CTG;1;127249,28;554730511,2
MEX;CTG;8276;166686,05;706557163
MEX;CTG;4568;16145,18;68436996,24
MEX;CTG;5100;3162;13403243,7
MEX;CTG;114,9;20,2;81885,95
MEX;CTG;4320;1900800;7986268224
MEX;CTG;10800;5809,87;25099509,21
MEX;CTG;162;970,69;4175970,05
MEX;CTG;177984;386875,43;1655460470
MEX;CTG;160;6796,12;28266716,31
MEX;CTG;356200;9507,4;41522296,26
MEX;CTG;35;252,49;1107587,78
MEX;CTG;17244,72;108082,75;474122276,1
MEX;CTG;94,04;466,71;2047298,08
MEX;CTG;55515,28;226598,65;972965029,8
MEX;CTG;1020;1226,58;5178731,14
MEX;CTG;4976,7;5435,9;22950859,03
MEX;CTG;751,5;905,41;3822722,5
MEX;CTG;300;426,98;1802747,98
MEX;CTG;108,45;112,71;475871,76
MEX;CTG;1549,44;1899,74;8020873,25
MEX;CTG;13,5;15,45;65231,29
MEX;CTG;1103,2;2061,12;8702234,14
MEX;CTG;346,8;511,95;2161498,97
MEX;CTG;477;833,62;3519618,66
MEX;CTG;20139;24444,96;103208821,2
MEX;CTG;42116,25;55080,65;232555461,6
MEX;CTG;197,7;323,84;1367281,62
MEX;CTG;1255,04;1463,28;6178099,85
MEX;CTG;609;782,33;3303067,66
MEX;CTG;2,03;25,76;108761,03
MEX;CTG;22066,27;120009,35;506690276,5
MEX;CTG;88,91;439,36;1855017,46
MEX;CTG;4,49;25,51;107705,51
MEX;CTG;1477,78;7823,09;33029790,05
MEX;CTG;950,53;4922,81;20784546,86
MEX;CTG;18,23;135,54;572262,07
MEX;CTG;75;85961;373106656,5
MEX;CTG;639;195683;846806592,2
MEX;CTG;25000;118434,12;519530216,8
MEX;CTG;15000;100786,89;442117818,9
MEX;CTG;55000;400101,4;1755108807
MEX;CTG;3524560;116072,67;497291240,6
MEX;CTG;18700;34026;143997011,2
MEX;CTG;2527,5;4079,88;17225620,54
MEX;CTG;4594,95;5924,28;25012843,34
MEX;CTG;105;172,65;728943,83
MEX;CTG;9;11,34;47878,5
MEX;CTG;1688,25;1996,58;8429740,45
MEX;CTG;1977,45;3239,21;13676236,14
MEX;CTG;3621,84;29649,4;125564496,1
MEX;CTG;96;9,6;40582,94
MEX;CTG;1486;35180;149078968
MEX;CTG;6498,76;41518,31;182126709,7
MEX;CTG;31166,62;267908,81;1138344534
MEX;CTG;5532,14;71049,23;301888178,3
MEX;CTG;180;1193,03;5025638,87
MEX;CTG;54144;106123,85;447046718,1
MEX;CTG;30557,6;168582,28;731357937,5
MEX;CTG;224400;8385,6;35630414,4
MEX;CTG;16566,48;66864,59;282662699,1
MEX;CTG;21889,56;59107,03;259282444,2
MEX;CTG;37,5;41,07;174506,43
MEX;CTG;372;407,42;1731127,58
MEX;CTG;310,2;430,08;1822812,61
MEX;CTG;90;137,95;586149,55
MEX;CTG;15;21,35;90141,62
MEX;CTG;4,5;4,93;20947,57
MEX;CTG;24;29,56;125600,44
MEX;CTG;769,35;786,17;3340436,33
MEX;CTG;7998,26;15024,62;63785416,86
MEX;CTG;124,5;184,28;783005,72
MEX;CTG;44220;56068,55;238077700,9
MEX;CTG;145301,7;189506,18;803174314,7
MEX;CTG;278,55;380,62;1609810,53
MEX;CTG;3421,5;4493,4;19027593,81
MEX;CTG;1119,8;1656,55;7038680,95
MEX;CTG;834,27;1318,3;5594854,86
MEX;CTG;406,83;11302,53;48024449,97
MEX;CTG;221,59;3496,83;14809899,17
MEX;CTG;29815,06;174535,08;739612842,6
MEX;CTG;889,28;4325,46;18354838,41
MEX;CTG;252,45;1385,08;5847932,41
MEX;CTG;19,07;117,26;498237,74
MEX;CTG;1739,77;22609,21;96066533,29
MEX;CTG;24,8;229,92;976930,08
MEX;CTG;367,2;6641,76;28220838,24
MEX;CTG;8207,5;43744,49;184750565,5
MEX;CTG;3729,64;19383;82050393,05
MEX;CTG;772,17;4519,21;19114053,83
MEX;CTG;123,33;838,79;3556718,56
MEX;CTG;27;25543;110946328,1
MEX;CTG;631;141918;615038622,7
MEX;CTG;201300;289492,63;1230054185
MEX;CTG;1132,5;34473,88;145734535,6
MEX;CTG;86,82;380,79;1611776,7
MEX;CTG;49092,55;101990,14;434314391,9
MEX;CTG;258;45125,49;197950182
MEX;CTG;486650;46808,39;202622323,3
MEX;CTG;140616;6933,78;30416135,37
MEX;CTG;96;18,93;80447,01
MEX;CTG;2700;6006,16;25408556,31
MEX;CTG;465600;96079,5;405656296,2
MEX;CTG;85;249,04;1053332,91
MEX;CTG;50;62,06;262351,82
MEX;CTG;17300;66870;283451899,5
MEX;CTG;59,28;258,04;1091923,11
MEX;CTG;1230;1751,42;7441783,58
MEX;CTG;297;568,43;2413753,99
MEX;CTG;10;34,61;146309,96
MEX;CTG;1016;3547,87;14979426,44
MEX;CTG;72194,57;18828,8;79496888,19
MEX;CTG;298,5;491,21;2087151,29
MEX;CTG;2856,3;4696,71;19829932,31
MEX;CTG;48940,85;27602,64;116540830,3
MEX;CTG;328,6;2628,21;11123680,85
MEX;CTG;5,71;48,1;204376,9
MEX;CTG;134,04;1078,45;4582334,05
MEX;CTG;8,77;67,18;285447,82
MEX;CTG;12,09;133,3;566391,7
MEX;CTG;3;124,83;530491,29
MEX;CTG;1055;66465;282409785
MEX;CTG;98;4997,28;21171232,26
MEX;CTG;2470;19241,3;81769945,02
MEX;CTG;4;283,24;1200529,34
MEX;CTG;120;199,94;846986,06
MEX;CTG;102;1903,92;8080281,5
MEX;CTG;171,2;743,69;3143867,65
MEX;CTG;16;15,95;67515,91
MEX;CTG;820;39300,72;165554283
MEX;CTG;67;7586,25;32239362,48
MEX;CTG;1;298435;1300997539
MEX;CTG;2114;30141,62;126971574,3
MEX;CTG;38500;19145;81021065,65
MEX;CTG;206;1792,92;7588473,94
MEX;CTG;7;706,47;2991033,51
MEX;CTG;13;1353,86;5752740,09
MEX;CTG;179;13801,19;58442807,27
MEX;CTG;10257;60796,84;257322428,3
MEX;CTG;28;157,84;667251,22
MEX;CTG;20;110390;469047110
MEX;CTG;8626,6;76607,94;315672209,7
MEX;CTG;2031,59;14659,42;60405899,24
MEX;CTG;2;2400;10197600
MEX;CTG;1984;15647,49;66486185,01
MEX;CTG;14;3050;12897557
MEX;CTG;3000;14166,32;60192693,68
MEX;CTG;4364,8;5362,78;22642139,81
MEX;CTG;13,5;14,76;62318,04
MEX;CTG;7410,2;13873,48;58575081,17
MEX;CTG;14002,5;18535,77;78259689,14
MEX;CTG;46607,7;60891,94;257091251
MEX;CTG;165;215,67;910578,15
MEX;CTG;36,34;409,05;1727045,91
MEX;CTG;2527,8;15628;65982822,48
MEX;CTG;3,14;17,18;72535,5
MEX;CTG;1683,6;9136,56;38575378,6
MEX;CTG;436,66;2632,88;11116256,3
MEX;CTG;494,65;3803,44;16058465,98
MEX;CTG;211,02;1351,78;5707336,81
MEX;CTG;63;38507,5;162786220,4
MEX;CTG;925;58756;248073120
MEX;CTG;52466,4;536727,57;2266112106
MEX;CTG;3252;14503,86;61479686,96
MEX;CTG;34,5;49,13;207431,28
MEX;CTG;4,5;5,9;24910,33
MEX;CTG;1299;2132,29;9002720,28
MEX;CTG;1792542;66393,86;282107511,1
MEX;CTG;84;69132;291881525,9
MEX;CTG;38468;147105,14;621681797,5
MEX;CTG;2000;3602;15243555,94
MEX;CTG;420000;477593,68;2095041092
MEX;CTG;102000;132053,74;544548824,9
MEX;CTG;2174,1;12174,29;53072599,82
MEX;CTG;77038,84;240554,55;1003604705
MEX;CTG;11310,21;28676,15;123323657,4
MEX;CTG;57102,7;175283,77;764132065,9
MEX;CTG;55924,58;152178,74;663407998,1
MEX;CTG;4654622;2722953,87;11571764291
MEX;CTG;3000;4660,41;20443634,13
MEX;CTG;32481,6;155654,4;632086057,1
MEX;CTG;8504,37;29580,4;128952795,8
MEX;CTG;2345,04;17689,71;77116521,76
MEX;CTG;1265;54000;227475000
MEX;CTG;3445,57;13810,99;60207629,8
MEX;CTG;7959;120707,93;526214150
MEX;CTG;2;1133,54;4817216,27
MEX;CTG;1;16,39;69652,74
MEX;CTG;3;794,26;3375374,66
MEX;CTG;13;2840,62;12071811,22
MEX;CTG;53;4638,11;19710622,44
MEX;CTG;1;5,83;24775,8
MEX;CTG;2;38,08;161828,95
MEX;CTG;2;145,18;616972,89
MEX;CTG;6;478,38;2032976,26
MEX;CTG;4;306,53;1302663,6
MEX;CTG;17;1545,37;6567374,34
MEX;CTG;8;183,5;779821,78
MEX;CTG;26;381,75;1622326,79
MEX;CTG;48000;91571,62;387108950,7
MEX;CTG;40000;85476;360193299,7
MEX;CTG;324750;383614,84;1616541427
MEX;CTG;8852,49;71498,56;303071671,1
MEX;CTG;4262,55;9801,14;41545562,28
MEX;CTG;38047,6;402655,13;1691767608
MEX;CTG;3254,4;38892,01;163405946,8
MEX;CTG;36844,8;176563,2;744032027,9
MEX;CTG;235,44;3326,39;14100068,25
MEX;CTG;6267,02;115703,12;487569476,6
MEX;CTG;23771,7;67960,49;288074323
MEX;CTG;51,18;67272;272704542,7
MEX;CTG;40000;85544;361174467
MEX;CTG;3226;24392,32;99053064,81
MEX;CTG;130000;163742,42;690732380,9
MEX;CTG;410075;496002,49;2091630641
MEX;CTG;20740;31524,8;131994652,8
MEX;CTG;71452,35;168842,69;709295264,4
MEX;CTG;33063,36;161061,12;678706727,8
MEX;CTG;8159,99;44987,25;188362065,6
MEX;CTG;9071,84;41276,87;172826667,5
MEX;CTG;100000;155868,45;658916726,8
MEX;CTG;40000;85544;375252443
MEX;CTG;12408;101294,4;428210933,6
MEX;CTG;21560,09;69714,68;294711141,1
MEX;CTG;12176,1;26246,58;110954529,8
MEX;CTG;6535;663386,84;2910052516
MEX;CTG;54394,56;264971,52;1120137954
MEX;CTG;294;573594;2482321449
MEX;CTG;673;34000;144466000
MEX;CTG;550;20655,91;87766961,59
MEX;CTG;282,43;4855;20628895
MEX;CTG;5200;11372,28;48320817,72
MEX;CTG;4532,35;40465,92;171939694,1
MEX;CTG;2808,64;25885,6;109987914,4
MEX;CTG;161600;194009,84;819830621,4
MEX;CTG;597000;755856,55;3203630788
MEX;CTG;16759,29;72634,9;308625690,1
MEX;CTG;73382,03;230454,12;972998035,5
MEX;CTG;98265,71;172513,8;728368789,8
MEX;CTG;55886,32;203983,57;863343427,4
MEX;CTG;257327,53;631278,69;2745307639
MEX;CTG;24507,84;558980,76;2375109249
MEX;CTG;19458;1005842,27;4273823805
MEX;CTG;17424;232835,5;989318039,5
MEX;CTG;1411,87;10781,76;45811698,24
MEX;CTG;10462,72;101211,2;430046388,8
MEX;CTG;3000;5154,85;21764240,63
MEX;CTG;8943,8;40465,64;171938504,4
MEX;CTG;41,67;67398,75;295655400,7
MEX;CTG;1;46985;206107220,1
MEX;CTG;75000;91866,38;387803817,9
MEX;CTG;15;20,8;87650,57
MEX;CTG;158;36;152473,58
MEX;CTG;5;254,62;1081880,38
MEX;CTG;101;37,6;158445,27
MEX;CTG;42091,96;172881,59;734573875,9
MEX;CTG;145965;376132,55;1598187205
MEX;CTG;558,62;10469,56;44485160,44
MEX;CTG;17353,6;137408,96;557022945,7
MEX;CTG;23220;44793,6;190466418,6
MEX;CTG;11808;254226,24;1115204078
MEX;CTG;49200;27000;114806430
MEX;CTG;22284;12030,48;51154683,7
MEX;CTG;50;6516;27706618,44
MEX;CTG;16;256;1088535,04
MEX;CTG;111150;206143,02;854687695,2
MEX;CTG;9600;5934,36;25154861,86
MEX;CTG;4673;4719,07;20003429,85
